,validatation_mae,validation_mse,train_mae,train_mse
132,0.97725207,0.61960363,0.6566576,0.39712238
133,1.0003033,0.634986,0.6574158,0.39780748
134,0.9581438,0.60790217,0.64998484,0.39461157
135,0.9818016,0.62317276,0.6420989,0.39019147
136,0.99666363,0.6328531,0.63861084,0.3856682
137,0.98271155,0.62859976,0.640734,0.3876321
138,0.9866545,0.63187206,0.6525629,0.39535177
139,0.98271155,0.6245994,0.651198,0.39360133
140,0.97725207,0.61930263,0.6424022,0.38909635
141,0.97421896,0.61832607,0.6381559,0.38512006
142,0.9830149,0.62895614,0.63899,0.38553655
143,0.9730058,0.62007177,0.64346373,0.38948554
144,0.9972702,0.63205844,0.6264786,0.37852868
145,0.99393386,0.6288985,0.63527447,0.38337436
146,0.9866545,0.62821376,0.6392933,0.3838989
147,0.97785866,0.62576795,0.64111316,0.38708353
148,0.9799818,0.626691,0.632014,0.3817079
149,0.9857446,0.6273378,0.6313315,0.37909552
150,0.9899909,0.63282156,0.62943584,0.3778218
151,0.9708826,0.6162619,0.633303,0.38151807
152,0.99302393,0.6343016,0.6198817,0.373198
153,1.0036397,0.6406018,0.6185927,0.3725339
154,0.9860479,0.62598276,0.6222323,0.3747009
155,0.9751289,0.624665,0.6221565,0.37489563
156,0.99605703,0.632652,0.624128,0.37547627
157,0.9872612,0.6318729,0.6173794,0.37101
158,0.98058844,0.62213635,0.60987264,0.3664588
159,0.9690628,0.6140762,0.6164695,0.37119135
160,1.0157719,0.6445356,0.61631787,0.37071058
161,0.99878675,0.6385887,0.6270852,0.37677646
162,0.96299666,0.6162521,0.61396724,0.36998376
163,0.99272066,0.6289298,0.6261753,0.37559327
164,0.9915074,0.6303773,0.61464965,0.36945596
165,0.9948438,0.63258815,0.59849864,0.35785943
166,0.98756444,0.6310212,0.58439493,0.3480542
167,0.9793752,0.62426764,0.58090687,0.34589878
168,0.9569305,0.61189973,0.5777222,0.3431277
169,0.98271155,0.6273528,0.57097363,0.33971554
170,0.9818016,0.62610406,0.5766606,0.34195212
171,0.97725207,0.6218619,0.57104945,0.3382342
172,0.99757355,0.633219,0.56460416,0.33444515
173,0.9948438,0.63210213,0.57302094,0.3393069
174,0.9866545,0.62512445,0.5643767,0.3349983
175,0.9909008,0.6305819,0.57453746,0.33971038
176,0.98756444,0.62886226,0.568623,0.33602288
177,0.9878678,0.62769985,0.5643009,0.3341159
178,0.99757355,0.6350815,0.5655899,0.33370048
179,0.99605703,0.63912755,0.5630118,0.33402133
180,0.97907186,0.6229143,0.5628602,0.33200976
181,0.9957537,0.63751006,0.55611163,0.3278838
182,0.98847437,0.6289571,0.56255686,0.3316845
183,0.9799818,0.62681127,0.56392175,0.33353356
184,0.98756444,0.63006073,0.56452835,0.33312282
185,0.9866545,0.6281161,0.56195027,0.3308442
186,0.9796785,0.6259307,0.55702156,0.32868278
187,0.9717925,0.6236223,0.5531544,0.32592535
188,0.9808917,0.62565,0.5579314,0.328472
189,0.9693661,0.6212719,0.55967546,0.3302159
190,0.9796785,0.6270725,0.55262357,0.32696223
191,0.985138,0.62856287,0.54534423,0.32250184
192,0.9793752,0.6253285,0.5493631,0.32412812
193,0.9839248,0.628329,0.55338186,0.32523575
194,0.9872612,0.6282158,0.5545951,0.32708868
195,0.9909008,0.6321223,0.55414015,0.32593098
196,0.9942372,0.63541305,0.5471641,0.32297525
197,0.98908097,0.63030326,0.55057627,0.32420167
198,0.99666363,0.6373821,0.5461025,0.32194313
199,0.9802851,0.62617004,0.5495147,0.32329583
200,0.9754322,0.6233119,0.5508796,0.32374325
201,0.99181074,0.63171405,0.5473157,0.32230285
202,0.98331815,0.62572384,0.5495905,0.3232346
203,1.019715,0.64941126,0.550273,0.3242497
204,1.0118289,0.64260405,0.5540643,0.32614693
205,0.9972702,0.6368048,0.54557174,0.32058457
206,1.0054595,0.6402488,0.54852897,0.32228762
207,0.9896876,0.6295353,0.5474674,0.32231745
208,0.9909008,0.63027513,0.5492114,0.3231773
209,0.9905975,0.6315368,0.55050045,0.32426962
210,0.9963603,0.6340775,0.53996056,0.3180467
211,0.9993934,0.6337392,0.5409463,0.31852973
212,0.98817104,0.6301786,0.542842,0.31962192
213,0.9945405,0.6342406,0.5409463,0.31896973
214,0.97694874,0.62414867,0.54481345,0.31962678
215,0.9808917,0.6246327,0.5430695,0.31963217
216,0.99211407,0.6316357,0.53419775,0.31394148
217,1.0042462,0.6420801,0.53563845,0.31437638
218,0.9905975,0.63284147,0.54215956,0.31814888
219,0.99302393,0.63242537,0.5416288,0.31897828
220,0.9824082,0.6284088,0.5368517,0.3162479
221,1.0027298,0.63889223,0.53927815,0.31732684
222,1.003943,0.63723266,0.5397331,0.31689528
223,1.0048529,0.64045113,0.53927815,0.3174459
224,0.99241734,0.63406295,0.5346527,0.3136235
